N,fx,fy,fs,direction,dropout,hidden_size,lr,num_layers,n_params,inference_10k_s,train_time_s,accuracy,precision,recall,f1,best_epoch
50,43,37,350,bidirectional,0.2,128,0.001,3,927242,0.439852097,305.1558239,81.85,81.67440993,81.59048078,81.60460553,18
50,43,37,350,bidirectional,0.2,128,0.01,3,927242,0.485247622,468.0694166,82.39,82.2298271,82.1636624,82.18410962,38
50,43,37,350,unidirectional,0.2,128,0.001,3,332554,0.226111208,235.1931248,81.82,81.65793963,81.54997467,81.56715505,22
50,43,37,350,unidirectional,0.2,128,0.01,3,332554,0.185845795,344.7552846,81.91,81.67354751,81.64649733,81.63795948,39
50,43,37,350,bidirectional,0,128,0.001,4,1322506,0.583225887,331.7256682,81.8,81.66169078,81.542039,81.55443416,16
50,43,37,350,bidirectional,0,128,0.01,4,1322506,0.565756018,140.3992638,17.04,3.409800189,16.70975753,5.663830016,2
50,43,37,350,unidirectional,0,128,0.001,4,464650,0.28991899,213.5979545,81.31,81.17090483,81.06979771,81.09968258,18
50,43,37,350,unidirectional,0,128,0.01,4,464650,0.25201895,79.35827206,11.35,1.135,10,2.038616974,1
50,43,37,350,bidirectional,0.2,128,0.001,4,1322506,0.548620139,299.6915097,81.79,81.59269589,81.55696482,81.55303703,16
50,43,37,350,bidirectional,0.2,128,0.01,4,1322506,0.727364392,158.578041,65.48,66.20258222,65.10095681,64.826014,1
50,43,37,350,unidirectional,0.2,128,0.001,4,464650,0.271016359,205.4783509,82.43,82.30447279,82.23417408,82.23642689,21
50,43,37,350,unidirectional,0.2,128,0.01,4,464650,0.329513782,90.80357121,11.37,11.13522705,10.02053388,2.07996681,1
50,43,37,350,bidirectional,0,256,0.001,1,535562,0.268001335,234.3581363,81.04,80.90181893,80.78702755,80.79170813,18
50,43,37,350,bidirectional,0,256,0.01,1,535562,0.356152218,290.6222582,81.6,81.38003063,81.34001954,81.32770215,19
50,43,37,350,unidirectional,0,256,0.001,1,267786,0.226147991,189.6957478,80.86,80.62971159,80.60239736,80.60208025,23
50,43,37,350,unidirectional,0,256,0.01,1,267786,0.218396289,286.7472918,81.31,81.09066751,81.08096748,81.06314206,32
50,43,37,350,bidirectional,0.2,256,0.001,1,535562,0.372864861,271.3114533,81.37,81.14862248,81.12971725,81.09134287,20
50,43,37,350,bidirectional,0.2,256,0.01,1,535562,0.314987113,234.4923528,81.75,81.65146818,81.56337258,81.54459807,18
50,43,37,350,unidirectional,0.2,256,0.001,1,267786,0.219276449,230.621153,81.22,81.01231379,80.93476691,80.9358385,28
50,43,37,350,unidirectional,0.2,256,0.01,1,267786,0.188180074,153.5239105,81.68,81.54538027,81.38915187,81.40408913,16
50,43,37,350,bidirectional,0,256,0.001,2,2112522,0.932852672,423.5824882,81.38,81.26694659,81.11512361,81.14444806,16
50,43,37,350,bidirectional,0,256,0.01,2,2112522,0.92972931,486.509117,81.1,80.86743499,80.89177706,80.86262492,21
50,43,37,350,unidirectional,0,256,0.001,2,794122,0.484007015,282.0061262,81.73,81.51868364,81.49881922,81.46453354,17
50,43,37,350,unidirectional,0,256,0.01,2,794122,0.310452049,449.0524921,81.03,80.81586641,80.76098289,80.75345539,49
50,43,37,350,bidirectional,0.2,256,0.001,2,2112522,0.938483283,464.1403616,81.87,81.715849,81.61484646,81.63387003,16
50,43,37,350,bidirectional,0.2,256,0.01,2,2112522,0.940749823,522.555479,81.53,81.34564889,81.36791606,81.31886705,21
50,43,37,350,unidirectional,0.2,256,0.001,2,794122,0.456751305,314.1327633,81.59,81.41624578,81.4025805,81.36153718,19
50,43,37,350,unidirectional,0.2,256,0.01,2,794122,0.464453121,305.2883322,82.05,81.88386285,81.84712328,81.85600361,19
50,43,37,350,bidirectional,0,256,0.001,3,3689482,1.469335466,739.5216367,81.53,81.41696526,81.25661936,81.29100078,16
50,43,37,350,bidirectional,0,256,0.01,3,3689482,1.512278285,440.2425536,41.49,40.10204135,40.74445874,35.77093624,6
50,43,37,350,unidirectional,0,256,0.001,3,1320458,0.677995961,371.328456,81.86,81.70665835,81.64152862,81.64892796,17
50,43,37,350,unidirectional,0,256,0.01,3,1320458,0.683531126,221.6424329,11.35,1.135,10,2.038616974,6
50,43,37,350,bidirectional,0.2,256,0.001,3,3689482,1.581772857,816.1663364,81.93,81.76926877,81.68994605,81.70609591,17
50,43,37,350,bidirectional,0.2,256,0.01,3,3689482,1.515117347,354.1783152,11.35,1.135,10,2.038616974,2
50,43,37,350,unidirectional,0.2,256,0.001,3,1320458,0.65163719,509.0686943,81.99,81.86360214,81.71991488,81.76188951,25
50,43,37,350,unidirectional,0.2,256,0.01,3,1320458,0.696021124,158.3815968,11.35,1.135,10,2.038616974,1
50,43,37,350,bidirectional,0,256,0.001,4,5266442,1.582870956,768.2873557,81.78,81.61309754,81.56171552,81.55841867,17
50,43,37,350,bidirectional,0,256,0.01,4,5266442,1.943662174,399.0159243,11.35,1.135,10,2.038616974,1
50,43,37,350,unidirectional,0,256,0.001,4,1846794,0.662125464,463.14135,82.14,82.04238732,81.92841251,81.92263489,19
50,43,37,350,unidirectional,0,256,0.01,4,1846794,0.848029553,245.2853288,11.35,1.135,10,2.038616974,4
50,43,37,350,bidirectional,0.2,256,0.001,4,5266442,1.852918956,880.2527241,81.86,81.66639502,81.65670569,81.64518666,17
50,43,37,350,bidirectional,0.2,256,0.01,4,5266442,1.965566105,897.1266773,11.35,1.135,10,2.038616974,13
50,43,37,350,unidirectional,0.2,256,0.001,4,1846794,0.692986486,398.4316964,82.17,82.02776429,81.94417575,81.96433083,17
50,43,37,350,unidirectional,0.2,256,0.01,4,1846794,0.891526172,196.8230916,11.35,1.135,10,2.038616974,1
